会員ID,登録エリア,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,その他,福井県内での交通手段ALL,自家用車,レンタカー,タクシー,在来線,旅行会社ツアーバス,路線バス,徒歩,レンタサイクル,その他,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,その他,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答前に訪問した主な場所FA,エリア総消費額,満足度(商品・サービス),満足度(商品・サービス)の理由,満足度(施設全体),満足度(施設全体)の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの
131703,あわら湯のまち エリア,女,2001,22,20代,大阪府,豊中市,"900万円以上 1,000万円未満",mobile/iphone,2023-04-29 20:17:48,4月,あわら湯のまち エリア,17.あわら湯のまち エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,親,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
名所、旧跡の観光
まちあるき、都市散策
各種体験（手作り、果物狩りなど）
",1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","3,000円以上 5,000円未満",初めて,"インターネット・アプリ
Instagram
",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,東尋坊,藤棚,選択なし/該当施設なし,,使わない,とても満足,"花まつりがあり良かった
旅館が最高だった",とても満足,接客が素晴らしかった,感じた,"観光地が無さすぎる
オシャレなカフェや、気軽にできる体験施設、フルーツパークの運営に力を入れて欲しい",7,"福寿(旅館)のコスパの良さ、料理、接客、客間の広さ
東尋坊の圧巻の景観","食べ歩きできるような京町家の通りがあれば、温泉旅行を感じられて良いと思う、
せっかく広い土地が多いのであるから、花の園や果物園などがあっても楽しいと思う。",どちらともいえない,"恐竜博物館のイメージが強かったが、海の幸をもっと全面的に押し出すことと、浜の活用(例えば千里浜のように珍しさがあれば)、都会の人間からすると酪農や動物園でない生き物との触れ合いを求めているため、何か特産物になる動物を売り出すことや、
基本アニメキャラとのコラボはあまり求めていません。(20代 女より)
それよりも山が多いから絶景スポットを増やして頂いたりの方が興味あります。例えば、三重県の天空ポストとか、そういった感じのが話題性もあって良いと思います、"
131699,湖上館パムコ（水月湖）エリア,女,1962,61,60代,兵庫県,神戸市灘区,分からない/無回答,mobile/android,2023-04-29 20:06:19,4月,湖上館パムコ（水月湖）エリア,82.湖上館パムコ（水月湖） エリア,若狭町,嶺南東部,,4泊以上,4泊以上,奥越前エリア（勝山市・大野市）,長野県,夫婦2人,"宿でのんびり過ごす
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,楽なので。,"50,000円以上 100,000円未満","100,000円以上","100,000円以上",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,越前大野城,,一乗谷朝倉氏遺跡,,"30,000円以上 40,000円未満",満足,料理が美味しいし、地ビールが最高でした。,満足,過ごしやすくて、落ち着いた。,感じた,机が小さくて、物を置くのに足りない。,10,料理が最高。,もう少しお土産が揃うと助かる。,また行きたい（1年以内）,飲食店などは遅くまで開けていて欲しい。
131695,あわら湯のまち エリア,女,1969,54,50代,大阪府,豊中市,400万円以上 500万円未満,mobile/iphone,2023-04-29 19:56:44,4月,あわら湯のまち エリア,17.あわら湯のまち エリア,あわら市,あわら市・坂井市,,4泊以上,1泊,三国・あわらエリア（あわら市・坂井市）,富山県,中学生以上連れの家族,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
名所、旧跡の観光
友人・親戚を尋ねる
",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","3,000円以上 5,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,東尋坊,,選択なし/該当施設なし,香林坊,"10,000円以上 20,000円未満",満足,海産物が美味しい,満足,"Wi-Fiがあったこと
部屋が広く静か
大浴場がフルオープン",感じた,コンビニなどが遠い,8,お宿が安価で料理が満足,城崎温泉の様に、出店土産屋が多く街が明るいと良いかと,機会があれば行きたい,"藤の棚ももう少しスケールを大きくしてほしい
カフェも少なく見所が足りない
土産もヘシコ、鯖と若者は食べにくい
水羊羹が美味しいから土産に研究してほしい"
131697,明通寺 エリア,女,1959,64,60代,石川県,金沢市,100万円以上 200万円未満,mobile/android,2023-04-29 19:43:36,4月,明通寺 エリア,73.明通寺 エリア,小浜市,嶺南西部,(株)まちづくり小浜,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",とても満足,,とても満足,,感じなかった,,10,,,また行きたい（1年以内）,
131696,福井駅前 エリア,女,1964,59,50代,京都府,京都市北区,"900万円以上 1,000万円未満",mobile/iphone,2023-04-29 19:41:41,4月,福井駅前 エリア,01.福井駅前 エリア,福井市,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,小学生以下連れの家族,"地元の美味しいものを食べる
花見や紅葉などの自然鑑賞
名所、旧跡の観光
買い物、アウトレット
お祭りやイベントへの参加・見物
",0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,どちらでもない,,使わない,"5,000円以上 10,000円未満","30,000円以上 40,000円未満",11回目以上,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,道の駅「西山公園」,,氣比神宮,,"20,000円以上 30,000円未満",満足,高い事は不満,満足,,感じた,道路がわかりにくい,8,,犬と利用できる施設と情報,また行きたい（1年以内）,
131694,web,女,1985,38,30代,福井県,丹生郡,400万円以上 500万円未満,mobile/iphone,2023-04-29 19:36:36,4月,越前海岸 越前岬 エリア,53.越前海岸 越前岬 エリア,越前町,丹南,,2泊,2泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,京都府,小学生以下連れの家族,"温泉や露天風呂
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,,"40,000円以上 50,000円未満","3,000円以上 5,000円未満","30,000円以上 40,000円未満",2～5回目,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,越前大野城,,丸岡城,,"5,000円以上 10,000円未満",とても満足,,とても満足,,感じた,道路の草が道まででて危ないと感じた,10,,,また行きたい（1年以内）,
131639,北陸新幹線 越前たけふ駅 エリア,女,1959,64,60代,大阪府,高槻市,100万円以上 200万円未満,mobile/android,2023-04-29 19:11:18,4月,道の駅「越前」 エリア,49.道の駅「越前」 エリア,越前町,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,どちらでもない,,使わない,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",初めて,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"10,000円以上 20,000円未満",満足,,満足,,感じなかった,,10,,,また行きたい（1年以内）,
131690,道の駅「恐竜渓谷かつやま」 エリア,女,1973,50,50代,福井県,坂井市,300万円以上 400万円未満,mobile/android,2023-04-29 19:06:12,4月,道の駅「恐竜渓谷かつやま」 エリア,26.道の駅「恐竜渓谷かつやま」 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,中学生以上連れの家族,"買い物、アウトレット
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,使わない,"3,000円以上 5,000円未満",2～5回目,"新聞・雑誌・ガイドブック
TV・ラジオ番組やCM
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",とても満足,,とても満足,,感じなかった,,10,,,福井県在住,
131689,道の駅「三方五湖」  エリア,女,1972,51,50代,愛知県,一宮市,分からない/無回答,mobile/android,2023-04-29 19:02:20,4月,道の駅「三方五湖」  エリア,83.道の駅「三方五湖」 エリア,若狭町,嶺南東部,三方五湖DMO(株),1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,石川県加賀市,小学生以下連れの家族,"温泉や露天風呂
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"100,000円以上","5,000円以上 10,000円未満","10,000円以上 20,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,日本海さかな街,,山代温泉（石川県）,,"5,000円以上 10,000円未満",満足,,満足,,感じなかった,,6,,,また行きたい（1年以内）,
131687,web,男,1979,44,40代,京都府,京都市下京区,300万円以上 400万円未満,mobile/iphone,2023-04-29 18:44:43,4月,あわら湯のまち エリア,17.あわら湯のまち エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,小学生以下連れの家族,"宿でのんびり過ごす
地元の美味しいものを食べる
各種体験（手作り、果物狩りなど）
",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",2～5回目,"TV・ラジオ番組やCM
インターネット・アプリ
ブログ
",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"5,000円以上 10,000円未満",満足,"食事が美味しかった
特に海鮮類　いちほまれがよかった",満足,"スタッフの対応が丁寧で良く
施設も清潔感があり良かった",感じなかった,,8,地産のものが美味しく満足できた,,また行きたい（1年以内）,
131685,web,女,1970,53,50代,奈良県,葛城市,400万円以上 500万円未満,mobile/android,2023-04-29 18:38:20,4月,越前大野城・城下町 エリア,21.越前大野城・城下町 エリア,大野市,勝山市・大野市,,3泊,1泊,福井エリア（福井市・永平寺町）,石川県金沢市,夫婦2人,"地元の美味しいものを食べる
名所、旧跡の観光
",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,どちらでもない,駐車場が高い,"50,000円以上 100,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",2～5回目,"観光展・物産展
観光パンフレット・ポスター
インターネット・アプリ
観光協会等の案内所
",1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,越前大野城,,丸岡城,,"1,000円以上 3,000円未満",どちらでもない,もっと案内の看板や説明等があれば良かった。,どちらでもない,お食事が出来る所がなかったのご残念でした,感じた,お昼ご飯を食べれる所が少なかった,4,ゴールデンウィークなのに、渋滞がなくいい感じに観光が出来た,もっと海鮮が食べれる所を増やして欲しい,機会があれば行きたい,駅前に恐竜のポケスポットがあったら嬉しいです!
120887,大本山 永平寺 エリア,女,1970,53,50代,奈良県,吉野郡,"1,000万円以上 1,200万円未満",mobile/android,2023-04-29 18:36:05,4月,熊川宿 エリア,81.熊川宿 エリア,若狭町,嶺南東部,,4泊以上,2泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,石川県加賀市,その他家族,"温泉や露天風呂
地元の美味しいものを食べる
名所、旧跡の観光
買い物、アウトレット
まちあるき、都市散策
",0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"30,000円以上 40,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,びわ湖（滋賀県）,,道の駅「若狭おばま」,,"5,000円以上 10,000円未満",満足,道の駅は、鯖街道にちなんだお土産物がたくさんあり楽しめました。,満足,道の駅にしか行っていませんが、施設は綺麗でゆっくりできました。,感じなかった,,7,清潔な椅子やテーブルもあり、ドライブの途中休憩にぴったりだと思うからです。,道の駅の飲食(ランチや喫茶)がもっと充実しているといいなと思います。,機会があれば行きたい,
131639,北陸新幹線 越前たけふ駅 エリア,女,1959,64,60代,大阪府,高槻市,100万円以上 200万円未満,mobile/android,2023-04-29 18:15:46,4月,紫式部公園 エリア,41.紫式部公園 エリア,越前市,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,満足,,使わない,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",初めて,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,日本海さかな街,,越前がにミュージアム,,"10,000円以上 20,000円未満",満足,,満足,,感じなかった,,10,,,また行きたい（1年以内）,
131681,金ヶ崎 エリア,女,1981,42,40代,福井県,福井市,400万円以上 500万円未満,mobile/iphone,2023-04-29 18:01:51,4月,金ヶ崎 エリア,64.金ヶ崎 エリア,敦賀市,嶺南東部,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,小学生以下連れの家族,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","1,000円以上 3,000円未満","5,000円以上 10,000円未満",2～5回目,"TV・ラジオ番組やCM
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,人道の港 敦賀ムゼウム,,道の駅「越前」,,"5,000円以上 10,000円未満",満足,ムゼウムの施設がとても、キレイ&amp;子供でも分かりやすい展示だった！！,とても満足,,感じなかった,,5,,,福井県在住,
